,permno,hsiccd
13909286,57488,28.0
13913087,57568,34.0
13925958,57592,35.0
13932736,57665,30.0
13943597,57779,49.0
13944813,57809,35.0
13955918,57817,56.0
13968789,57904,63.0
13981488,58085,13.0
13987131,58093,60.0
13990762,58094,60.0
13996882,58246,60.0
14009753,58296,28.0
14015825,58318,35.0
14028471,58413,67.0
14040718,58464,35.0
14045925,58472,67.0
14054629,58480,70.0
14060698,58596,28.0
14064984,58640,36.0
14073357,58659,49.0
14075361,58683,45.0
14088232,58819,49.0
14101103,58827,67.0
14107621,58990,27.0
14116454,59010,56.0
14128460,59176,61.0
14141331,59184,20.0
14150398,59192,63.0
14161266,59205,58.0
14165503,59221,67.0
14167849,59248,20.0
14180093,59300,67.0
14191158,59328,36.0
14204029,59345,60.0
14210011,59379,60.0
14218728,59408,60.0
14231599,59416,20.0
14234731,59467,12.0
14234738,59432,42.0
14241142,59440,63.0
14250226,59459,63.0
14274416,59483,42.0
14287192,59707,35.0
14293683,59811,73.0
14296541,59926,80.0
14303056,60046,35.0
14308391,60097,38.0
14321262,60206,52.0
14334133,60337,35.0
14338155,60441,79.0
14341844,60442,60.0
14356535,60506,37.0
14369406,60572,35.0
14371477,60599,48.0
14384348,60628,45.0
14395877,60839,67.0
14400766,60871,36.0
14413637,60900,35.0
14417453,60943,25.0
14430324,60986,30.0
14443195,61065,59.0
14450084,61241,36.0
14462955,61284,67.0
14469291,61399,52.0
14482162,61516,38.0
14493216,61583,26.0
14500212,61621,87.0
14510381,61663,29.0
14517641,61735,64.0
14528629,61743,27.0
14541500,61794,78.0
14542959,61815,13.0
14555015,61890,49.0
14556669,61970,20.0
14558742,62092,38.0
14571613,62148,40.0
14582486,62164,35.0
14587615,62252,63.0
14594191,62308,63.0
14607062,62324,27.0
14612941,62498,28.0
14625812,62519,44.0
14633337,62770,60.0
14641892,62834,28.0
14648213,63060,58.0
14656367,63096,51.0
14658984,63108,40.0
14666413,63255,20.0
14667458,63467,64.0
14678283,63765,13.0
14691154,63802,48.0
14695307,63830,33.0
14706185,63845,64.0
14712298,64020,58.0
14724740,64064,51.0
14727686,64186,63.0
14738199,64207,73.0
14741009,64282,56.0
14753843,64311,47.0
14764309,64346,34.0
14771045,64390,63.0
14783916,64451,67.0
14792701,64477,49.0
14797229,64531,63.0
14803935,64565,61.0
14811331,64629,34.0
14820673,64653,67.0
14831543,64856,28.0
14836103,64936,13.0
14846332,64995,60.0
14859203,65066,76.0
14864040,65138,60.0
14872002,65330,62.0
14881331,65402,36.0
14891476,65541,38.0
14901796,65568,10.0
14906670,65787,27.0
14912774,65816,35.0
14917184,65859,48.0
14921138,65875,48.0
14931187,65883,48.0
14936958,65947,65.0
14948523,66018,48.0
14950850,66026,48.0
14955251,66069,13.0
14958205,66093,48.0
14968254,66114,26.0
14975327,66122,48.0
14979465,66157,60.0
14992336,66181,52.0
15002994,66384,35.0
15002997,66325,61.0
15025988,66800,63.0
15038859,67467,53.0
15048569,67571,61.0
15052401,67598,67.0
15062130,68049,58.0
15068267,68144,60.0
15076948,68304,62.0
15082645,68523,73.0
15082663,68347,35.0
15100060,68591,38.0
15110125,68857,48.0
15117796,69024,78.0
15120059,69032,62.0
15129580,69550,28.0
15141621,69607,35.0
15146466,69649,62.0
15156674,69796,20.0
15166117,70033,37.0
15175564,70092,15.0
15184993,70229,73.0
15191063,70308,50.0
15198479,70332,13.0
15206759,70376,58.0
15213725,70500,20.0
15221165,70519,60.0
15230532,70536,28.0
15240694,70578,28.0
15253565,71001,30.0
15256851,71175,63.0
15266212,71298,10.0
15276018,71563,67.0
15288889,71686,60.0
15296936,71765,40.0
15299512,71889,67.0
15303988,71984,23.0
15307310,72726,60.0
15320181,73139,38.0
15331443,73940,35.0
15338410,74617,73.0
15343394,75030,48.0
15350021,75034,35.0
15359266,75100,59.0
15361351,75107,38.0
15376677,75154,67.0
15385859,75175,63.0
15395057,75181,10.0
15399731,75186,62.0
15408872,75224,37.0
15416514,75241,13.0
15422163,75257,36.0
15434014,75341,67.0
15434019,75333,13.0
15447076,75423,13.0
15449684,75489,59.0
15456835,75510,73.0
15466256,75573,59.0
15475222,75577,36.0
15482214,75591,35.0
15490926,75592,24.0
15497659,75607,73.0
15506356,75625,36.0
15510581,75646,28.0
15517041,75647,28.0
15519550,75694,28.0
15528340,75789,61.0
15533610,75819,67.0
15542247,75825,13.0
15550873,75828,73.0
15559509,75857,36.0
15564015,75912,73.0
15572595,76070,35.0
15574669,76076,36.0
15583201,76082,13.0
15591739,76090,79.0
15596256,76095,38.0
15604780,76122,13.0
15607428,76129,36.0
15613999,76149,54.0
15620239,76171,80.0
15624403,76185,73.0
15632870,76201,36.0
15640851,76226,48.0
15649302,76230,38.0
15656556,76240,13.0
15662712,76282,55.0
15671186,76285,67.0
15671518,76512,41.0
15675862,76557,60.0
15679631,76563,53.0
15682814,76565,80.0
15688601,76597,20.0
15691060,76605,55.0
15699310,76608,20.0
15700351,76614,28.0
15708601,76619,63.0
15714158,76624,36.0
15715517,76639,73.0
15720392,76625,28.0
15725553,76638,23.0
15740421,76644,33.0
15748646,76656,28.0
15752707,76708,82.0
15760900,76709,28.0
15769093,76712,49.0
15777283,76744,28.0
15785454,76754,35.0
15787245,76757,67.0
15792118,76795,35.0
15800273,76804,63.0
15808434,76841,28.0
15816567,76887,49.0
15820914,77037,42.0
15829020,77063,80.0
15833098,77129,67.0
15841183,77150,50.0
15844939,77173,36.0
15844988,77157,32.0
15858900,77178,36.0
15866971,77182,28.0
15875040,77274,28.0
15883085,77281,54.0
15889533,77284,48.0
15892948,77338,38.0
15900977,77357,73.0
15908998,77418,73.0
15915608,77462,53.0
15923615,77481,49.0
15928706,77496,22.0
15936702,77546,73.0
15940597,77605,38.0
15948560,77606,53.0
15956523,77644,36.0
15958437,77649,50.0
15966392,77659,57.0
15974176,77661,15.0
15982127,77668,80.0
15988812,77702,58.0
15996748,77730,20.0
16009619,77768,28.0
16016251,77976,73.0
16020886,78034,59.0
16028736,78083,73.0
16031794,78139,73.0
16037335,78263,60.0
16045297,78788,70.0
16046567,78840,48.0
16054361,78877,13.0
16061259,78916,28.0
16068116,78927,67.0
16075900,78946,62.0
16076980,78968,67.0
16083205,78975,73.0
16090962,78987,36.0
16098714,79041,83.0
16098838,79057,63.0
16106586,79089,38.0
16114324,79094,36.0
16122048,79129,67.0
16122086,79103,55.0
16129902,79108,36.0
16137637,79119,80.0
16148036,79145,47.0
16155761,79212,13.0
16160075,79250,38.0
16160240,79237,13.0
16174297,79265,38.0
16181322,79323,63.0
16189022,79411,59.0
16194470,79452,67.0
16202136,79545,37.0
16209786,79547,67.0
16217437,79588,20.0
16223090,79637,80.0
16233800,79678,73.0
16241347,79698,87.0
16248961,79718,73.0
16252029,79764,70.0
16253193,79782,67.0
16260789,79785,15.0
16268371,79879,36.0
16275954,79881,56.0
16283543,79906,87.0
16291135,79915,13.0
16297493,79973,35.0
16300983,80055,73.0
16303896,80080,28.0
16311447,80094,48.0
16312853,80100,67.0
16320418,80183,67.0
16327951,80191,28.0
16335455,80204,14.0
16342974,80266,36.0
16348632,80286,59.0
16356150,80303,33.0
16362684,80320,50.0
16370184,80411,
16370206,80381,67.0
16377710,80399,67.0
16385215,80406,67.0
16389540,80410,13.0
16392185,80470,87.0
16394561,80506,73.0
16395595,80515,73.0
16400780,80539,28.0
16408249,80563,79.0
16415701,80599,62.0
16419304,80678,67.0
16420666,80681,67.0
16428111,80694,10.0
16428841,80711,67.0
16436254,80913,73.0
16440123,81045,67.0
16447475,81055,60.0
16454806,81061,51.0
16462127,81126,38.0
16464986,81138,82.0
16470565,81193,27.0
16471919,81262,80.0
16474960,81285,35.0
16478318,81481,53.0
16485574,81540,51.0
16492810,81593,60.0
16503096,81655,58.0
16510294,81677,37.0
16517479,81696,48.0
16524661,81736,38.0
16531856,81774,10.0
16539011,81776,36.0
16544241,81857,35.0
16549454,82196,13.0
16555729,82276,63.0
16562852,82298,13.0
16569029,82303,63.0
16576139,82307,80.0
16583229,82308,13.0
16584431,82309,48.0
16585091,82515,50.0
16592193,82581,50.0
16599280,82598,35.0
16606355,82618,35.0
16611517,82642,28.0
16611604,82643,35.0
16623890,82647,28.0
16625003,82651,38.0
16632080,82686,73.0
16638829,82705,51.0
16643852,82775,63.0
16650907,82776,36.0
16651456,82959,26.0
16658840,83111,28.0
16665232,83143,42.0
16672258,83332,36.0
16674942,83413,73.0
16679684,83421,20.0
16685619,83435,73.0
16690951,83440,61.0
16692106,83443,63.0
16699064,83462,30.0
16706007,83583,63.0
16708154,83596,73.0
16711228,83597,73.0
16718151,83601,33.0
16731022,83621,73.0
16737951,83630,73.0
16743968,83693,73.0
16746382,83699,33.0
16750558,83862,62.0
16756631,83906,49.0
16763515,83976,56.0
16770376,83981,49.0
16772694,83988,28.0
16773072,84001,48.0
16775713,84020,73.0
16779062,84032,35.0
16785900,84036,73.0
16788533,84129,60.0
16801404,84176,27.0
16808230,84262,33.0
16815050,84342,73.0
16820054,84372,35.0
16826848,84373,80.0
16833634,84375,37.0
16840161,84381,36.0
16846966,84519,36.0
16853734,84761,73.0
16860457,84767,65.0
16867152,84769,36.0
16873850,84788,73.0
16880551,85032,48.0
16884017,85035,36.0
16890706,85058,67.0
16897384,85072,23.0
16904066,85073,60.0
16906155,85238,67.0
16908569,85257,38.0
16915211,85265,67.0
16921848,85269,29.0
16928488,85271,61.0
16933356,85348,58.0
16939957,85459,47.0
16946552,85516,36.0
16950531,85522,36.0
16955354,85592,67.0
16961922,85593,62.0
16968490,85599,61.0
16969384,85621,38.0
16975957,85631,73.0
16985661,85663,73.0
16992211,85675,80.0
16997458,85753,73.0
17003980,85792,17.0
17010493,85869,10.0
17014409,85908,28.0
17020312,85913,70.0
17026794,85914,36.0
17036548,85926,26.0
17043023,85963,36.0
17047499,85991,48.0
17052429,86021,38.0
17057742,86041,73.0
17058348,86102,62.0
17064798,86111,67.0
17071233,86136,49.0
17077652,86158,73.0
17084077,86176,28.0
17087267,86228,49.0
17093684,86239,33.0
17108050,86288,65.0
17114467,86305,89.0
17119537,86314,63.0
17124587,86326,48.0
17125456,86339,67.0
17131840,86356,73.0
17138198,86414,48.0
17139557,86496,36.0
17142650,86580,36.0
17148926,86591,37.0
17150606,86725,28.0
17154364,86756,20.0
17157109,86783,73.0
17163339,86799,12.0
17169547,86845,60.0
17175459,86868,62.0
17181665,86946,21.0
17186222,86964,73.0
17192406,86976,63.0
17196629,86979,35.0
17202798,86996,48.0
17208974,87029,13.0
17209739,87055,53.0
17219338,87070,60.0
17223442,87127,10.0
17227110,87137,13.0
17233242,87184,73.0
17238250,87267,62.0
17244351,87292,26.0
17247126,87299,73.0
17253207,87432,38.0
17259274,87445,87.0
17265334,87447,42.0
17271407,87536,63.0
17272475,87541,26.0
17278494,87657,38.0
17284468,87717,47.0
17294363,87800,35.0
17296961,87842,63.0
17302933,88031,20.0
17312526,88182,36.0
17318482,88281,87.0
17324399,88319,37.0
17324735,88313,62.0
17334569,88352,38.0
17340494,88388,48.0
17341000,88436,28.0
17346563,88446,38.0
17352456,88587,36.0
17354232,88590,89.0
17358847,88601,49.0
17359546,88661,31.0
17365391,88664,73.0
17374995,88668,28.0
17379430,88837,67.0
17385230,88845,63.0
17389747,88853,16.0
17395537,88860,38.0
17401305,88873,73.0
17407069,88991,12.0
17410814,89001,48.0
17411643,89002,73.0
17417319,89003,73.0
17422975,89004,35.0
17426896,89006,20.0
17432569,89014,37.0
17436948,89017,87.0
17442622,89031,34.0
17448299,89070,38.0
17453934,89071,87.0
17459582,89105,35.0
17463526,89138,20.0
17469164,89179,63.0
17474744,89195,63.0
17480329,89216,36.0
17485898,89217,55.0
17491457,89258,63.0
17497006,89269,63.0
17502555,89301,57.0
17508063,89392,79.0
17511840,89393,78.0
17517279,89463,61.0
17519128,89495,63.0
17519535,89508,55.0
17524884,89509,13.0
17529668,89525,48.0
17534982,89533,79.0
17540313,89565,48.0
17543602,89617,48.0
17548888,89626,62.0
17554190,89641,35.0
17559489,89757,53.0
17563361,89781,80.0
17568521,89813,59.0
17570691,89866,50.0
17575786,89954,48.0
17578702,90038,64.0
17583712,90071,49.0
17588688,90090,60.0
17593463,90110,28.0
17596318,90162,63.0
17601252,90199,65.0
17606175,90215,73.0
17611090,90248,58.0
17615992,90272,63.0
17619910,90305,42.0
17624790,90319,73.0
17629665,90352,49.0
17634238,90373,67.0
17639063,90386,28.0
17643892,90435,36.0
17644396,90441,27.0
17648006,90442,27.0
17651616,90454,62.0
17656436,90455,36.0
17661246,90505,70.0
17666039,90520,28.0
17670807,90537,13.0
17679592,90547,12.0
17682213,90609,73.0
17682214,90601,62.0
17693594,90664,38.0
17698305,90720,24.0
17702968,90721,23.0
17708065,90805,48.0
17712275,90808,48.0
17716905,90829,28.0
17721533,90880,62.0
17726125,90979,23.0
17730683,90993,62.0
17735243,91041,73.0
17739778,91063,48.0
17743283,91068,58.0
17747796,91103,45.0
17752304,91143,62.0
17754240,91152,37.0
17758720,91207,70.0
17761353,91218,48.0
17762138,91233,73.0
17766568,91380,30.0
17771744,91388,65.0
17771916,91391,48.0
17775095,91392,70.0
17779479,91416,22.0
17783838,91461,60.0
17788179,91547,97.0
17792511,91556,56.0
17802187,91611,36.0
17806494,91650,49.0
17809049,91668,36.0
17813339,91849,73.0
17817556,91883,48.0
17819877,91926,45.0
17824072,91937,48.0
17828277,92050,38.0
17832464,92108,62.0
17836624,92121,60.0
17840778,92156,38.0
17842684,92157,50.0
17846838,92203,56.0
17850973,92239,13.0
17854361,92293,35.0
17858452,92322,59.0
17862525,92402,73.0
17866583,92602,21.0
17870550,92611,73.0
17874524,92614,49.0
17878474,92618,20.0
17881035,92655,63.0
17890915,92709,48.0
17893352,92772,99.0
17895878,92778,48.0
17899292,92890,20.0
17901392,92988,38.0
17902785,93002,99.0
17906410,93089,99.0
17909992,93096,53.0
17913547,93132,99.0
17917099,93159,13.0
17919172,93246,36.0
17922667,93422,13.0
17925362,93429,73.0
17928772,93436,99.0
